Episode,Character,Line
Love's Labours Lost in Space,Leela, [thinking] Dear Captain's Diary  I may not have found love on this mission but I did find a cute little companion who excretes starship fuel. And that's just as good.
Love's Labours Lost in Space,Zapp, [from inside] Captain's journal  Star date ... uh.
Love's Labours Lost in Space,Kif, [from inside] April 13th.
Love's Labours Lost in Space,Zapp, [from inside] April 13th ... point two.
Love's Labours Lost in Space,Zapp," We have failed to uphold Brannigan's Law. However, I did make it with a hot alien babe. And in the end is that not what man has dreamt of since first he looked up at the stars? Kif, I'm asking you a question!"
Love's Labours Lost in Space,,
That's Lobstertainment!,Humorbot 5.0," So I says, ""Super collider? I just met her!"" [The audience laughs.] And then they built the super collider. Thank you, you've been a great audience."
That's Lobstertainment!,Florp," Humorbot 5.0, ladies and gentlemen. Our next stand-up's a veteran of four comedy traffic schools. Give it way up for Bobcat Zoidberg!"
That's Lobstertainment!,Fry, [cheering] Alright!
That's Lobstertainment!,Leela, [cheering] Yeah!
That's Lobstertainment!,Bender," [cheering] Alright, Zoidberg!"
That's Lobstertainment!,Zoidberg," Earth  What a planet. On Earth, you enjoy eating a tasty clam. On my planet, clams enjoy eating a tasty you. [There is silence.] Maybe I'm not yelling loud enough. [shouting] On Earth, everybody is always looking for a giant squid. On my planet--"
That's Lobstertainment!,Bender, Reload.
That's Lobstertainment!,Zoidberg, So these three parasitic worms bore into a human's head--
That's Lobstertainment!,Woman #1," Ew, gross."
That's Lobstertainment!,Zoidberg," And they walk up to the bar and then-- Uh-oh. [He sees a hook come on from the side of the stage.] Wait, stop! I've got more!"
That's Lobstertainment!,Zoidberg, My whole life I worked on that act. And they hated it.
That's Lobstertainment!,Hermes," You're a crazy, penniless, lobster doctor. No combination of you should be a comedian."
That's Lobstertainment!,Zoidberg, But comedy is in my valves. My Uncle Harold was a big Hollywood star back in the era of silent holograms.
That's Lobstertainment!,Leela, Your uncle was Harold Zoid?
That's Lobstertainment!,Zoidberg, This I cannot deny.
That's Lobstertainment!,Farnsworth," Why, I've been a Harold Zoid fan since back when my hips were made of bone. As it happens, I still have some of my original 78s."
That's Lobstertainment!,Hermes," You're right, crabby. He's a hell of a lot funnier than you could ever be."
That's Lobstertainment!,Zoidberg," Maybe so, but perhaps if I wrote him and asked for a few hundred pointers..."
That's Lobstertainment!,Zoidberg," This letter has to be very personal, so I'm writing it in my own ink. [He puts a jar under his armpit and fills it with black ink. He dips a quill pen in and starts writing.] [thinking] Dear Uncle Zoid, greetings from your long-lost nephew. Norm and Sam and Sadie's boy, remember?"
That's Lobstertainment!,Zoidberg," [voice-over] Now I am the most important doctor at the delivery company where I work. But, sadly, my life is bereft of laughter."
That's Lobstertainment!,Zoid," [reading] I beg of you, Mr. Funny Uncle, teach me the comedy business. Sincerely, Zoidberg. [talking] Oy, isn't that nice? He took the time."
That's Lobstertainment!,Woman #2, What's that scribbledy-gook?
That's Lobstertainment!,Zoid," This is a fan letter from my rich doctor nephew, who just might be my ticket out of this flophouse, he might. [The woman makes a weird noise and walks away.] Yeah, you'd better run. [He fills a jar of ink and writes.] Dear Rich Doctor Nephew, I can help you be funny. The first funny thing you must do is put all your money in the form of a cashier's check and come to Hollywood."
That's Lobstertainment!,Zoidberg," [reading] Sincerely, Harold Zoid. P.S. Cashier's check. [talking] Did you hear that? I'm going to Hollywood!"
That's Lobstertainment!,Tour Guide," Welcome to Hollywood! I must warn you, there's no refund if you get discovered and leave the tour! [She laughs to herself.] I'm just kidding, that never happens. Now, to your right, you'll see 30th Century Fox Studios. [The building looks just like the logo for 20th Century Fox, updated slightly.] Fox uses those searchlights to blind pilots, then film the resulting plane crashes."
That's Lobstertainment!,Bender, Neat!
That's Lobstertainment!,Tour Guide," Ahead, you'll see the home of Mel Gibson, star of the hit film, Bravehead. [Gibson's head in a jar peeps through the door of his tiny house.] And do we have any fans of Calculon, star of the robot soap opera All My Circuits?"
That's Lobstertainment!,Bender," Oh! I am! Me! [He raises his hand, takes his whole arm off and waves it around with the other hand.] Bender is!"
That's Lobstertainment!,Tour Guide, Then you'll wanna get a close look at his luxurious Bel-Air home.
That's Lobstertainment!,Bender," Yes, I will."
That's Lobstertainment!,Calculon, Are you my new hot water heater?
That's Lobstertainment!,Bender," No, I'm Bender. We met once, remember?"
That's Lobstertainment!,Calculon, Absolutely not.
That's Lobstertainment!,Bender," Come on, don't you remember how much I was bugging you, don't you? 'Cause it was a lot, you remember, right?"
That's Lobstertainment!,Calculon," Look, I'm programmed to be very busy. Unless you can heat water to 212 degrees, I'm not interested. [He closes the door and Bender immediately rings the bell. Calculon opens the door again.] Have you got an extra GOTO 10 line? I said I don't need a bender."
That's Lobstertainment!,Bender, Bender? That was the other guy. My name's Boiler.
That's Lobstertainment!,Calculon," Nice work, Boiler."
That's Lobstertainment!,Bender, Thanks. And call me Bender.
That's Lobstertainment!,Zoidberg," That's where I'm meeting Uncle Zoid for lunch to discuss my Hollywood dreams. Next time you see me, don't be surprised if I've eaten."
That's Lobstertainment!,Zoidberg," Uncle Zoid, you're looking young enough to be thrown back!"
That's Lobstertainment!,Zoid," Rich nephew, come over here and give your uncle a nice, big meal. [They hug and sit down.] So, here we are  A still-famous film comedian."
That's Lobstertainment!,Zoidberg," And a rich, respected doctor with many surviving patients."
That's Lobstertainment!,Zoid," Eating real food in a restaurant, as we both often do. So, you want to be a comedian, is it?"
That's Lobstertainment!,Zoidberg, It's my lifelong dream.
That's Lobstertainment!,Zoid, [shouting] Well that dream dies now. [He bangs his claw on the table.] You're unfunny and untalented. That's why you're perfect for drama.
That's Lobstertainment!,Zoidberg, Hmm. Serious drama. Perhaps it is time to give up comedy.
That's Lobstertainment!,Zoid," I'm putting together a big drama picture right now, as we speak. The script is dynamite. I know because I wrote it myself. And with me directing and starring, I'll be back on top after 50 miserable years-- [Zoidberg gives him a curious look.] Uh, of fame."
That's Lobstertainment!,Zoidberg," Ah, fame. Where do I come in?"
That's Lobstertainment!,Zoid," This fame film has a juicy part for you, if you completely finance it with your doctor money. So, are you in?"
That's Lobstertainment!,Zoidberg," Uh, OK. How much do I have to invest?"
That's Lobstertainment!,Zoid," Oh, not much, not much, [quietly and quickly] A million dollars. [Zoidberg spits water out off every valve in his head.] [normal] Then it's settled. Another blockbuster Hollywood deal."
That's Lobstertainment!,Waiter, What can I get you gentlemen?
That's Lobstertainment!,Zoidberg, Is bread free?
That's Lobstertainment!,Waiter, Yeah.
That's Lobstertainment!,Zoidberg, We'll split an order.
That's Lobstertainment!,Bender, What's with Monstro?
That's Lobstertainment!,Fry, He promised he'd give his Uncle Zoid a million bucks to make a movie.
That's Lobstertainment!,Zoidberg, [crying] I've only been here a day and already I'm a Hollywood phoney.
That's Lobstertainment!,Bender," [proud] Well, perhaps I could call on TV's Calculon to help, now that I'm in showbiz."
That's Lobstertainment!,Fry, Since when have you been in the biz?
That's Lobstertainment!,Bender," Long enough, little man. Long enough."
That's Lobstertainment!,Bender," Calculon, as your hot water heater ... [Calculon uses Bender as a hot water caddy and pours water into a mug with a tea bag in it.] ... I would be remiss if I didn't bring you scripts that could make you an international film star."
That's Lobstertainment!,Calculon, Of course. Tell me about the project.
That's Lobstertainment!,Zoidberg, It's a movie.
That's Lobstertainment!,Calculon, Interesting. Tell me more.
That's Lobstertainment!,Bender," Get this  For a scant $1 million investment, you can be the star."
That's Lobstertainment!,Calculon, And?
That's Lobstertainment!,Bender," And, uh, I guarantee it'll win you an Oscar."
That's Lobstertainment!,Calculon," An Oscar, you say? That would get me out of this festering rat's nest called ""television"" once and for all. Let me see the script. [Zoidberg hands it to him and he speed-reads it.] No. No, I don't like the font. [He looks at the cover.] Wait! Harold Zoid? Was this written by the Harold Zoid?"
That's Lobstertainment!,Zoidberg, Written and Xeroxed.
That's Lobstertainment!,Calculon, Good heavens! A chance to work with the legendary Harold Zoid. He's one of my great idols. And-And you say you can guarantee me the Oscar?
That's Lobstertainment!,Bender, I can guarantee anything you want.
That's Lobstertainment!,Calculon, Then I'll do it!
That's Lobstertainment!,Zoidberg, Hooray!
That's Lobstertainment!,Bender, Here's your chequebook.
That's Lobstertainment!,Calculon," Ladies and gentlemen, I give you our director, the legendary Harold Zoid!"
That's Lobstertainment!,Zoid," Thank you. A more classic movie plot there isn't  A son who does not want to follow in his father's business. And that business is being President of Earth, no less. The son, as it happens, is Vice President."
That's Lobstertainment!,Bender," [to Calculon] That plot makes perfect sense. Wink, wink."
That's Lobstertainment!,Zoidberg," Bender, you said ""wink, wink"" out loud."
That's Lobstertainment!,Bender," No, I didn't. Raise middle finger."
That's Lobstertainment!,Zoid," Now remember, and I can't stress this enough, this is a talkie, so I want the full gamut of emotions from every actor in every scene."
That's Lobstertainment!,Zoidberg," The Magnificent Three. Scene one, take one."
That's Lobstertainment!,Zoid," And, action!"
That's Lobstertainment!,Calculon," Take back your gilded pen, Father. Signing bills into law was always your dream, not mine."
That's Lobstertainment!,Zoid," Cut! Cut! Cut it! [He spits.] I said this is a talkie, damnit! You've got to emote more! And you extras, wave your arms and make faces. What is this, a morgue?"
That's Lobstertainment!,Zoidberg," The Magnificent Three. Scene 10, take 95."
That's Lobstertainment!,Zoid, Action. And I mean circus-grade action.
That's Lobstertainment!,Calculon," [melodramatically] Sir, I call upon you not as a President but as a father."
That's Lobstertainment!,Zoid," Cut, cut, cut it! [He turns to Calculon.] Would you show a little emotion? [He turns to the extras.] People, people, please. Just because it's a dramatic scene, doesn't mean you can't do a little comedy in the background. [The extras nod.] Throw a pie or two, for God's sake."
That's Lobstertainment!,Calculon, [screaming] Nooo!
That's Lobstertainment!,Zoid," Cut, cut it! Eck! Look, look, it's alright, kid. We'll, uh, we'll get it in editing. Alright, that's a wrap, everybody. I'm gonna see you all at the premiere which, by the way, when is?"
That's Lobstertainment!,Zoidberg," Well, editing is a long and expensive process but we spent all the money on pies, so it'll be ready Friday."
